,F,I,tfidf,H,H-tilde,H-tilde_std,N
LZTS1,2.643062675305637e-06,0.7800484668879015,7.062858034405356,6.244024873208874,7.024073340096775,0.017666458202540796,132
LZTS2,2.6590812369741563e-05,0.2295006111952862,2.585720858139691,9.949474583057075,10.178975194252361,0.0166305603329069,1328
LZTS3,1.850143872713946e-05,0.19545055205476025,2.8390639187981854,9.516697120378241,9.712147672433002,0.0161434320162238,924
M1AP,1.6018561668519014e-07,0.24925000000000308,8.125709908130062,2.75,2.999250000000003,0.01367250891889702,8
M6PR,5.023821403289276e-05,0.18453364246274617,1.97351643835145,10.752687906517309,10.937221548980055,0.015173360501957911,2509
MAATS1,5.506380573553411e-06,0.1593261755602855,3.9079304863703337,7.90143408112356,8.060760256683846,0.017491196141412577,275
MAB21L1,1.0011601042824384e-07,3.064215547965432e-14,7.446468406235018,2.321928094887362,2.321928094887393,0.0,5
MAB21L2,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
MAB21L3,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
MACC1,1.4857215947551384e-05,0.4008674117017179,3.445026957974933,9.022171059978337,9.423038471680055,0.01717086663525664,742
MACF1,9.270742565655379e-05,0.35864649710684304,1.8334001891681417,11.210619962636242,11.569266459743085,0.013508273870355265,4630
MACROD1,1.689958256028756e-05,0.16559390539813812,2.847473076904821,9.428838181005291,9.59443208640343,0.0168164899377812,844
MACROD2,5.306148552696923e-06,0.5285970121484356,4.947459571202296,7.480279881640949,8.008876893789385,0.01721965563626493,265
MAD1L1,1.0472134690794305e-05,0.19373846187167132,3.3743372627529715,8.757016246230185,8.950754708101856,0.016851039583129182,523
MAD2L1,1.201392125138926e-06,0.30341479170262,6.02833021875858,5.594309137239128,5.897723928941748,0.01717152039113857,60
MAD2L1BP,2.6230394732199883e-05,0.23815335423974204,2.6118535002249215,9.923468622727356,10.161621976967098,0.01667477897317641,1310
MAD2L2,3.876491923781601e-05,0.20974541274045144,2.228136960085393,10.429318999890029,10.63906441263048,0.01609183768202885,1936
MADCAM1,1.4016241459954136e-07,-0.0019999999999829043,7.109996169613805,2.807354922057604,2.8053549220576213,0.023820759252531094,7
MADD,2.7692088484452243e-05,0.16233818787550547,2.42477302679117,10.06662855175268,10.228966739628186,0.015724023499605746,1383
MAEA,2.9313967853389795e-05,0.14346421509317686,2.3391602171301797,10.156750809570124,10.3002150246633,0.016391099202748935,1464
MAEL,6.80788870912058e-07,1.1231331757823129,11.646009725904468,3.959094371350331,5.082227547132644,0.01715782630587777,34
MAF,1.5197610383007413e-05,0.47614031826468306,3.643886909034709,8.976186823120894,9.452327141385577,0.017022799793250463,759
MAF1,0.00011261048852968866,0.09414156638878524,1.2940459019191652,11.649493631179428,11.743635197568214,0.012803422018168207,5624
MAFA,0.00010113719373461192,1.8743683385393517,6.759271426661996,9.774792083124247,11.649160421663598,0.013164974801692214,5051
MAFB,0.0003248564306375656,1.231287434900171,4.015136405521564,11.196646594282674,12.427934029182845,0.008130208698461008,16224
MAFF,5.468336489590678e-05,0.7118351723313019,2.925333920426349,10.319965414396108,11.03180058672741,0.01529235018149758,2731
MAFG,6.541580121381452e-05,0.22201379122222775,1.8653586910982967,11.002976458317452,11.22499024953968,0.014864934146467779,3267
MAFK,2.9894640713873608e-05,0.3324313593584556,2.6696805957947385,9.992774790037158,10.325206149395614,0.015619364734154532,1493
MAG,2.402784250277852e-07,0.3957406251801925,8.103985470810088,3.188721875540867,3.5844625007210595,0.009115005984767135,12
MAGEA1,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
MAGEA10,1.0011601042824384e-07,-0.0003999999999693138,7.446468406235018,2.321928094887362,2.321528094887393,0.012642784498620697,5
MAGEA4,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
MAGEA8,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
MAGEB1,6.00696062569463e-08,-0.0006666666666683696,7.957294030001009,1.584962500721156,1.5842958340544877,0.021071307506925225,3
MAGEB2,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
MAGEB6P1,6.00696062569463e-08,-1.5543122344752192e-15,7.957294030001009,1.584962500721156,1.5849625007211545,2.2598729860936256e-07,3
MAGED1,0.0002178123922876873,0.4124302385385832,1.4878919886679784,11.810944255085529,12.223374493624112,0.009923179389104402,10878
MAGED2,9.014445578959074e-05,0.16998449984638775,1.5546720946250054,11.373624714337536,11.543609214183924,0.013890287605406006,4502
MAGED4,3.40394435456029e-07,-0.002823529411734249,6.222692974612903,4.087462841250339,4.084639311838605,0.01875871193178313,17
MAGEE1,9.651183405282706e-06,0.4148579705399289,4.035977409745216,8.424117603784023,8.838975574323952,0.01728771267068118,482
MAGEE2,1.802088187708389e-07,-0.0008888888888920476,6.8586817413329,3.169925001442312,3.16903611255342,0.014026430085552403,9
MAGEF1,6.715781979526597e-05,0.20903701551522857,1.822988566331357,11.042396315663746,11.251433331178974,0.014967788329038596,3354
MAGEH1,5.8347610877580504e-05,0.31102675381844236,2.1021629599666745,10.79119497935789,11.102221733176332,0.014528093511426265,2914
MAGEL2,2.1825290273357154e-06,0.019664868577838668,4.465004166155011,6.731487077070504,6.751151945648343,0.01810408015346979,109
MAGI1,2.582993069048691e-05,0.17793777216050088,2.5082571819298933,9.96378959214897,10.141727364309471,0.016363338767749407,1290
MAGI1-IT1,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
MAGI2,1.4336612693324516e-05,0.21556384565900188,3.1227715152693385,9.158314869406768,9.37387871506577,0.01736434455644139,716
MAGI3,8.209512855115994e-07,0.04292682926829894,5.501202536169061,5.308771516813206,5.351698346081505,0.016728222623833743,41
MAGIX,9.591113799025758e-06,0.08191400152495731,3.2030681868868798,8.748840796662087,8.830754798187044,0.017350300842733757,479
MAGOH,3.97861025441841e-05,0.1671259302447652,2.134841182027489,10.502283151474114,10.669409081718879,0.015504622557098158,1987
MAGOHB,1.5477935212206496e-05,0.08042396740227176,2.771581631737473,9.396369170537197,9.476793137939469,0.016699122992064202,773
MAGT1,5.812735565463837e-05,0.322263122136782,2.117292925483395,10.775649065557777,11.09791218769456,0.014655567818821514,2903
MAK,3.40394435456029e-07,0.23294117647061974,7.194236933242496,3.85216872360328,4.0851099000739,0.01647058823442966,17
MAK16,7.368538367518746e-06,0.050482348515666686,3.375091856446253,8.416198437023516,8.466680785539182,0.01722085327796084,368
MAL,5.406264563125167e-07,2.0583477140535944,18.233967309322697,2.6932805288506136,4.751628242904208,0.015192229612346652,27
MAL2,9.470974586511867e-05,0.5777745433809418,2.1742957744089844,11.01093954659912,11.588714089980062,0.013018828591684668,4730
MALAT1,0.0016227003202230617,0.5619438254149909,1.9154375056094357,12.216690323603142,12.778634149018133,0.003041040934730205,81041
MALL,4.659399125330468e-05,1.6527031617623518,6.99670409695817,9.200104296962794,10.852807458725145,0.014966894137065487,2327
MALRD1,1.4016241459954136e-07,-0.0008571428571255701,7.109996169613805,2.807354922057604,2.8064977792004786,0.015625724470995184,7
MALSU1,2.9013619822105064e-05,0.1750924055167058,2.4099746274105387,10.112446026863816,10.287538432380522,0.01663973830776171,1449
MALT1,5.286125350611274e-06,0.2614933067163516,4.246628443897186,7.742218219696268,8.00371152641262,0.016707462194206924,264
MAMDC2,1.0011601042824382e-06,0.28696265229332596,6.156635119739019,5.348758439731455,5.635721092024781,0.01824476870895629,50
MAMDC4,4.885661308898299e-06,0.05250707499937679,3.775054760022464,7.840573403136657,7.893080478136034,0.01763084859624486,244
MAML1,2.6690928380169805e-05,0.5216751317010413,3.223143535558564,9.660753088043705,10.182428219744747,0.016677489798415632,1333
MAML2,4.104756427557997e-06,0.35069431963607034,4.762316915786623,7.296410221393345,7.647104541029416,0.01765901002783586,205
MAML3,1.9062088385537626e-05,0.3306509600843093,3.103549706338635,9.42134455896444,9.75199551904875,0.0160025945906768,952
MAMLD1,9.75129941571095e-06,0.23942639960446144,3.5873495292685478,8.613569440503998,8.85299584010846,0.016968391795946402,487
MAMSTR,1.3415545397384674e-06,0.10937313432825757,5.224693598136481,5.946686205383145,6.056059339711402,0.017434062554014154,67
MAN1A1,0.00013169260011731195,0.3948890180118969,1.685618298604796,11.478683589523092,11.873572607534989,0.012396415918902726,6577
MAN1A2,0.00012041953734309168,0.1749129658481099,1.3862483663867184,11.625139143960164,11.800052109808274,0.012358064789686395,6014
MAN1B1,4.519236710730926e-05,0.09359294897524784,1.9109389333020597,10.724746406290459,10.818339355265707,0.015450527674945149,2257
MAN1C1,5.762677560249715e-05,0.8367797663313556,3.3366280517317053,10.252604392056668,11.089384158388023,0.014951790558579406,2878
MAN2A1,6.345352740942094e-05,0.38183476966945484,2.1641218148944135,10.81063421826007,11.192468987929525,0.014534031430564675,3169
MAN2A2,7.348515165433097e-06,0.07203596864096795,3.430238752021887,8.390181825038507,8.462217793679475,0.017611039134945827,367
MAN2B1,2.661083557182721e-05,0.2283698301839987,2.5663056488415585,9.949640168041663,10.178009998225662,0.01612501303352071,1329
MAN2B2,7.408584771690044e-07,-0.006324324324276986,5.444988406024894,5.20945336562895,5.203129041304673,0.018513888328640916,37
MAN2C1,6.4474710715789024e-06,0.13533539867392363,3.693500508600003,8.145281979012701,8.280617377686625,0.017571256400684052,322
MANBA,1.8201090695854727e-05,0.39586352978733785,3.298733873602608,9.294123805428352,9.68998733521569,0.01689281497615737,909
MANBAL,5.474343450216373e-05,0.054856583365694433,1.7166838207937067,10.978070234998375,11.03292681836407,0.015191911933593049,2734
MANEA,9.971554638653086e-06,0.2752482306559525,3.5757011916215924,8.609462925983165,8.884711156639117,0.01705509095738991,498
MANEAL,5.664563870030036e-05,0.2549103426653456,2.0339979673336837,10.815623327937253,11.070533670602599,0.015118758115822755,2829
MANF,0.00017418183494305863,0.5696687860830885,1.6986130319663533,11.51092013167574,12.080588917758828,0.011031464776116022,8699
MANSC1,4.9277100332781616e-05,0.21766622962865334,2.081782074985455,10.698904119189272,10.916570348817926,0.015001573911233468,2461
MAOA,2.0744037360732123e-05,0.31239783087556106,2.995931212484736,9.549597184356287,9.861995015231848,0.015855965120993184,1036
MAOB,1.4877239149637034e-05,0.7753915958767514,4.669405544110016,8.648469196114638,9.42386079199139,0.016784940270445515,743
MAP10,1.8621577939653353e-06,0.11508054005371715,4.906549800015537,6.410126553043515,6.525207093097232,0.016784894043242505,93
MAP1B,0.00019836986306252233,0.516340087911459,1.7863671506319827,11.649555538210844,12.165895626122303,0.010785964112514163,9907
MAP1LC3A,9.010440938541945e-05,0.3498742479317425,1.888057312564497,11.192726778035443,11.542601025967185,0.014378996010791475,4500
MAP1LC3B,0.00014520826152512485,0.2125227349498875,1.3151760504508232,11.73690967052615,11.949432405476038,0.011633156067529479,7252
MAP1LC3C,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
MAP1S,3.145645047655421e-05,0.214443608757513,2.413478572660748,10.172263912757332,10.386707521514845,0.01633899276812195,1571
MAP2,8.339663668672712e-05,0.4572927976413421,2.1052414612904857,11.011736663576857,11.469029461218199,0.01358793803805337,4165
MAP2K1,8.481828403480818e-05,0.2297888531591159,1.7071449205126856,11.254757748541145,11.484546601700261,0.014119807442020654,4236
MAP2K2,0.0001354970085135852,0.09059015852061769,1.1849709461485423,11.805605624760632,11.89619578328125,0.011864853900488718,6767
MAP2K3,9.02045253958477e-05,0.35366072587667396,1.8580626443650323,11.190259163775822,11.543919889652496,0.013977666158412188,4505
MAP2K4,2.2826450377639593e-05,0.34089291227862084,2.972706254668703,9.643834838836463,9.984727751115084,0.016551777866562475,1140
MAP2K4P1,2.3627378461065543e-06,0.13384072891934284,4.724934821100157,6.730100676480486,6.863941405399829,0.017323571503267732,118
MAP2K5,1.0632320307479495e-05,0.09259948748016811,3.135410444284238,8.878811624238258,8.971411111718426,0.017569685277910294,531
MAP2K6,2.122459421078769e-06,0.2360528612231283,5.155597026932059,6.475515855486185,6.711568716709313,0.017257048047043918,106
MAP2K7,4.2248956400718895e-05,0.19890211788439238,2.1525094650767786,10.540735414584532,10.739637532468924,0.014988861579808138,2110
MAP3K1,1.561809762680604e-05,0.4698694812274944,3.6386493269852216,9.018887593887378,9.488757075114872,0.017203688925501996,780
MAP3K10,4.625359681784865e-06,0.04123215822447346,3.801332812612928,7.773826963493979,7.815059121718453,0.01738503551229039,231
MAP3K11,2.7591972474024e-05,0.075989380798001,2.2774307606664856,10.14854306454831,10.224532445346311,0.01679004907116299,1378
MAP3K12,9.370858576083623e-06,0.13493411426156143,3.339103483811123,8.664105478102677,8.799039592364238,0.016964507402454216,468
MAP3K13,9.527039552351683e-05,0.21501627772220466,1.5867812281609657,11.380014593388287,11.595030871110492,0.013428477333963011,4758
MAP3K14,9.010440938541945e-06,0.12166445066077891,3.347154090909151,8.623171330081888,8.744835780742667,0.0169162686188793,450
MAP3K15,1.1573410805504988e-05,0.3549152835531242,3.6642294649429235,8.731253142688885,9.08616842624201,0.01691326054947617,578
MAP3K19,2.2025522294213642e-07,-0.0021818181818580307,6.658011045870748,3.4594316186372973,3.4572498004554393,0.021402093051919424,11
MAP3K2,6.415433948241865e-05,0.12723056726838777,1.7207091298327681,11.077227073483327,11.204457640751714,0.01449320703823425,3204
MAP3K3,2.302668239849608e-05,0.22966542777142074,2.7037557552296057,9.764712912343377,9.994378340114798,0.015940905830155866,1150
MAP3K4,1.6739396943602367e-05,0.26251303072747945,3.0646660085684707,9.318636580616534,9.581149611344014,0.016276491239938386,836
MAP3K5,1.9242297204308466e-05,0.5741528868641641,3.756562603466229,9.189857208621115,9.764010095485279,0.016572619906455536,961
MAP3K6,5.9068446152663864e-06,0.13919078650410732,3.7957342268581695,8.020623135752626,8.159813922256733,0.01685069052089136,295
MAP3K7,2.1905383081699752e-05,0.22201070899464526,2.743668379212529,9.709458114637133,9.931468823631779,0.016794834365557936,1094
MAP3K7CL,4.485197267185323e-06,0.3411219488490511,4.612665378871643,7.4321803684089085,7.77330231725796,0.016992476121974975,224
MAP3K8,6.847935113291878e-06,0.3138550005356624,4.047306770714454,8.051891943259957,8.36574694379562,0.016307477530687835,342
MAP3K9,1.2694710122301318e-05,0.3891308471293904,3.593046582731371,8.822232825134565,9.211363672263955,0.017124060143491136,634
MAP4,8.067348120307888e-05,0.2537413691822099,1.7595904020787505,11.18259443855132,11.43633580773353,0.01384857625362998,4029
MAP4K1,8.009280834259507e-08,1.3322676295501878e-15,7.669611957549228,2.0,2.0000000000000013,0.0,4
MAP4K2,1.3495638205727268e-05,0.19677342299253198,3.12931020171847,9.09605815650784,9.292831579500373,0.017451415817676223,674
MAP4K3,1.1933828443046666e-05,0.13051320672108346,3.1136102373668697,8.998070470947368,9.128583677668452,0.017157507136246825,596
MAP4K4,0.00012696712442509882,0.5228516825262801,1.9214077225222508,11.320773408986888,11.843625091513168,0.01219496378246578,6341
MAP4K5,2.4568468959091035e-05,0.3064125535204951,2.8105645681235463,9.771970927358973,10.078383480879468,0.016593016825753648,1227
MAP6,2.7051346017711485e-05,0.26544025843069896,2.6525047745832624,9.933801908939458,10.199242167370157,0.01595122718453677,1351
MAP6D1,5.606496583981655e-06,0.42624213677278533,4.688190341912023,7.6594656061534145,8.0857077429262,0.0173752037197873,280
MAP7,5.370222799370999e-05,0.19797646821248627,1.9594154112399527,10.813889117710865,11.011865585923351,0.015459177577810982,2682
MAP7D1,8.401735595138223e-05,0.22332178114257495,1.68644484171165,11.252124745121892,11.475446526264466,0.0139139777961222,4196
MAP7D2,7.268422357090502e-06,0.37569702625737555,4.219510816816626,8.071886378437979,8.447583404695354,0.016968617569964255,363
MAP7D3,6.767842304949283e-06,0.18146831710855338,3.7442781584021727,8.16824869520795,8.349717012316503,0.01635188828998676,338
MAP9,3.964594012958456e-05,0.25407803384416106,2.2835432234136657,10.411377631864598,10.665455665708759,0.0158883349994453,1980
MAPK1,5.8567866100522644e-05,0.18493859590340023,1.875074999204687,10.922242222870521,11.107180818773921,0.014909679355196558,2925
MAPK10,1.4536844714181005e-05,0.21643797534858322,3.1307848860291365,9.176987979710429,9.393425955059012,0.016808264690414142,726
MAPK11,7.4085847716900435e-06,0.26012315902603156,3.832472724147511,8.214397102367274,8.474520261393305,0.017371209078643743,370
MAPK12,7.748979207146072e-06,0.20401142735178546,3.673040562675879,8.333206713480799,8.537218140832584,0.017318782982391086,387
